Frequency Magnitude
1777328599.8308 -33.9632225036621
1779849746.19289 -34.0607833862305
1782370892.55499 -34.1583442687988
1784892038.91709 -34.2460517883301
1787413185.27919 -34.3297348022461
1789934331.64129 -34.4134178161621
1792455478.00338 -34.4971008300781
1794976624.36548 -34.5807876586914
1797497770.72758 -34.6644706726074
1800018917.08968 -34.6964836120605
1802540063.45178 -34.7155838012695
1805061209.81387 -34.7346801757813
1807582356.17597 -34.7537803649902
1810103502.53807 -34.7728805541992
1812624648.90017 -34.7919769287109
1815145795.26227 -34.7547950744629
1817666941.62437 -34.7106590270996
1820188087.98646 -34.6665229797363
1822709234.34856 -34.6223831176758
1825230380.71066 -34.5782470703125
1827751527.07276 -34.534107208252
1830272673.43486 -34.3030662536621
1832793819.79695 -34.0682106018066
1835314966.15905 -33.8333549499512
1837836112.52115 -33.5984992980957
1840357258.88325 -33.3636436462402
1842878405.24535 -33.1250114440918
1845399551.60745 -32.8362503051758
1847920697.96954 -32.5474853515625
1850441844.33164 -32.2587242126465
1852962990.69374 -31.9699611663818
1855484137.05584 -31.6812000274658
1858005283.41794 -31.3875389099121
1860526429.78003 -31.0681591033936
1863047576.14213 -30.748779296875
1865568722.50423 -30.4294013977051
1868089868.86633 -30.1100215911865
1870611015.22843 -29.7906436920166
1873132161.59052 -29.5203895568848
1875653307.95262 -29.3975105285645
1878174454.31472 -29.2746334075928
1880695600.67682 -29.1517543792725
1883216747.03892 -29.0288753509521
1885737893.40102 -28.9059982299805
1888259039.76311 -28.8592052459717
1890780186.12521 -28.9601097106934
1893301332.48731 -29.0610122680664
1895822478.84941 -29.1619167327881
1898343625.21151 -29.2628211975098
1900864771.5736 -29.3637237548828
1903385917.9357 -29.4980506896973
1905907064.2978 -29.6766777038574
1908428210.6599 -29.8553047180176
1910949357.022 -30.0339336395264
1913470503.38409 -30.2125606536865
1915991649.74619 -30.3911895751953
1918512796.10829 -30.5696926116943
1921033942.47039 -30.748083114624
1923555088.83249 -30.9264717102051
1926076235.19459 -31.1048622131348
1928597381.55668 -31.2832508087158
1931118527.91878 -31.4616394042969
1933639674.28088 -31.5712642669678
1936160820.64298 -31.6369209289551
1938681967.00508 -31.702579498291
1941203113.36717 -31.768238067627
1943724259.72927 -31.8338966369629
1946245406.09137 -31.8995552062988
1948766552.45347 -31.8789520263672
1951287698.81557 -31.821382522583
1953808845.17767 -31.7638111114502
1956329991.53976 -31.7062397003174
1958851137.90186 -31.6486682891846
1961372284.26396 -31.5910987854004
1963893430.62606 -31.425121307373
1966414576.98816 -31.2303256988525
1968935723.35025 -31.0355319976807
1971456869.71235 -30.8407382965088
1973978016.07445 -30.6459445953369
1976499162.43655 -30.4511489868164
1979020308.79865 -30.158353805542
1981541455.16074 -29.8521919250488
1984062601.52284 -29.5460319519043
1986583747.88494 -29.2398719787598
1989104894.24704 -28.9337120056152
1991626040.60914 -28.6275520324707
1994147186.97124 -28.3559494018555
1996668333.33333 -28.0854167938232
1999189479.69543 -27.814884185791
2001710626.05753 -27.5443515777588
2004231772.41963 -27.2738189697266
2006752918.78173 -27.0075759887695
2009274065.14382 -26.8085441589355
2011795211.50592 -26.6095123291016
2014316357.86802 -26.4104804992676
2016837504.23012 -26.2114486694336
2019358650.59222 -26.0124168395996
2021879796.95431 -25.8459053039551
2024400943.31641 -25.8636627197266
2026922089.67851 -25.881420135498
2029443236.04061 -25.8991775512695
2031964382.40271 -25.916934967041
2034485528.76481 -25.9346923828125
2037006675.1269 -25.9339389801025
2039527821.489 -25.874568939209
2042048967.8511 -25.8151988983154
2044570114.2132 -25.7558288574219
2047091260.5753 -25.6964569091797
2049612406.93739 -25.6370868682861
2052133553.29949 -25.653112411499
2054654699.66159 -25.8222160339355
2057175846.02369 -25.9913196563721
2059696992.38579 -26.1604232788086
2062218138.74788 -26.3295249938965
2064739285.10998 -26.498628616333
2067260431.47208 -26.6741237640381
2069781577.83418 -26.8584442138672
2072302724.19628 -27.0427665710449
2074823870.55838 -27.227087020874
2077345016.92047 -27.4114093780518
2079866163.28257 -27.5957317352295
2082387309.64467 -27.7352828979492
2084908456.00677 -27.8318214416504
2087429602.36887 -27.9283599853516
2089950748.73096 -28.0248985290527
2092471895.09306 -28.1214370727539
2094993041.45516 -28.2179756164551
2097514187.81726 -28.2332401275635
2100035334.17936 -28.1943206787109
2102556480.54146 -28.1553993225098
2105077626.90355 -28.1164798736572
2107598773.26565 -28.0775604248047
2110119919.62775 -28.0386409759521
2112641065.98985 -27.9280967712402
2115162212.35195 -27.7853736877441
2117683358.71404 -27.642650604248
2120204505.07614 -27.4999294281006
2122725651.43824 -27.3572063446045
2125246797.80034 -27.2144832611084
2127767944.16244 -27.0139083862305
2130289090.52453 -26.7970180511475
2132810236.88663 -26.5801258087158
2135331383.24873 -26.3632354736328
2137852529.61083 -26.1463432312012
2140373675.97293 -25.9294528961182
2142894822.33503 -25.702995300293
