Wave;Sample;Dark;Reference
375.515;174.334;54.900;0.000
375.680;224.202;114.500;0.000
375.846;193.391;61.100;0.000
376.012;201.003;78.500;0.000
376.178;262.177;83.900;0.000
376.344;215.092;76.700;0.000
376.510;177.954;94.700;0.000
376.675;197.892;105.600;0.000
376.841;248.904;90.500;0.000
377.007;243.569;109.000;0.000
377.173;198.565;91.200;0.000
377.339;234.411;89.000;0.000
377.504;248.253;94.900;0.000
377.670;193.209;66.900;0.000
377.836;147.565;76.800;0.000
378.002;246.334;112.100;0.000
378.167;208.293;74.000;0.000
378.333;255.223;119.800;0.000
378.499;119.689;66.800;0.000
378.665;203.068;109.900;0.000
378.830;267.660;111.700;0.000
378.996;206.727;82.100;0.000
379.162;201.103;74.400;0.000
379.328;219.315;99.900;0.000
379.493;197.536;93.500;0.000
379.659;233.046;80.200;0.000
379.825;164.320;76.900;0.000
379.990;245.279;88.600;0.000
380.156;265.548;88.900;0.000
380.322;238.625;99.100;0.000
380.487;217.494;88.700;0.000
380.653;202.425;83.700;0.000
380.819;202.612;98.700;0.000
380.984;214.632;86.500;0.000
381.150;166.789;95.000;0.000
381.316;185.890;63.700;0.000
381.481;216.124;102.500;0.000
381.647;209.279;100.200;0.000
381.813;176.300;87.600;0.000
381.978;215.572;87.200;0.000
382.144;321.708;137.400;0.000
382.309;269.566;108.100;0.000
382.475;633.338;215.000;0.000
382.641;355.454;129.700;0.000
382.806;215.121;67.200;0.000
382.972;242.483;93.800;0.000
383.137;272.424;132.100;0.000
383.303;230.936;75.200;0.000
383.468;147.904;52.500;0.000
383.634;250.282;115.500;0.000
383.800;230.186;90.600;0.000
383.965;244.720;80.600;0.000
384.131;242.445;106.800;0.000
384.296;271.950;126.000;0.000
384.462;310.252;132.300;0.000
384.627;204.012;77.800;0.000
384.793;161.887;101.800;0.000
384.958;219.807;77.600;0.000
385.124;162.501;55.100;0.000
385.289;303.477;128.800;0.000
385.455;199.468;85.400;0.000
