# lambda/AA  F/Fc
6446.6182 0.997597
6446.6167 0.997596
6446.6151 0.997470
6446.6136 0.997367
6446.6120 0.997307
6446.6104 0.997318
6446.6089 0.997297
6446.6073 0.997158
6446.6057 0.997142
6446.6042 0.997294
6446.6026 0.997236
6446.6010 0.996937
6446.5995 0.996787
6446.5979 0.996897
6446.5963 0.997087
6446.5948 0.997250
6446.5932 0.997350
6446.5916 0.997383
6446.5901 0.997371
6446.5885 0.997309
6446.5869 0.997246
6446.5854 0.997262
6446.5838 0.997281
6446.5822 0.997167
6446.5807 0.997022
6446.5791 0.997094
6446.5775 0.997319
6446.5760 0.997369
6446.5744 0.997270
6446.5728 0.997366
6446.5713 0.997636
6446.5697 0.997785
6446.5681 0.997795
6446.5666 0.997717
6446.5650 0.997464
6446.5634 0.997197
6446.5619 0.997188
6446.5603 0.997330
6446.5588 0.997411
6446.5572 0.997474
6446.5556 0.997472
6446.5541 0.997194
6446.5525 0.996795
6446.5509 0.996785
6446.5494 0.997276
6446.5478 0.997780
6446.5462 0.997886
6446.5447 0.997685
6446.5431 0.997418
6446.5415 0.997139
6446.5400 0.996815
6446.5384 0.996506
6446.5368 0.996358
6446.5353 0.996394
6446.5337 0.996514
6446.5321 0.996696
6446.5306 0.996860
6446.5290 0.996739
6446.5274 0.996310
6446.5259 0.995898
6446.5243 0.995618
6446.5227 0.995394
6446.5212 0.995321
6446.5196 0.995349
6446.5180 0.995169
6446.5165 0.994834
6446.5149 0.994720
6446.5133 0.994840
6446.5118 0.994893
6446.5102 0.994791
6446.5086 0.994622
6446.5071 0.994370
6446.5055 0.993978
6446.5039 0.993474
6446.5024 0.992955
6446.5008 0.992521
6446.4993 0.992150
6446.4977 0.991764
6446.4961 0.991478
6446.4946 0.991428
6446.4930 0.991343
6446.4914 0.990880
6446.4899 0.990184
6446.4883 0.989559
6446.4867 0.989109
6446.4852 0.988880
6446.4836 0.988637
6446.4820 0.987996
6446.4805 0.987201
6446.4789 0.986750
6446.4773 0.986443
6446.4758 0.985972
6446.4742 0.985480
6446.4726 0.984906
6446.4711 0.984072
6446.4695 0.983238
6446.4679 0.982566
6446.4664 0.981926
6446.4648 0.981382
6446.4632 0.980836
6446.4617 0.979909
6446.4601 0.978726
6446.4585 0.977766
6446.4570 0.977067
6446.4554 0.976409
6446.4538 0.975670
6446.4523 0.974786
6446.4507 0.973808
6446.4491 0.972741
6446.4476 0.971506
6446.4460 0.970371
6446.4445 0.969611
6446.4429 0.968823
6446.4413 0.967620
6446.4398 0.966367
6446.4382 0.965401
6446.4366 0.964458
6446.4351 0.963266
6446.4335 0.961934
6446.4319 0.960757
6446.4304 0.960008
6446.4288 0.959658
6446.4272 0.959303
6446.4257 0.958601
6446.4241 0.957582
6446.4225 0.956490
6446.4210 0.955611
6446.4194 0.955195
6446.4178 0.955215
6446.4163 0.955251
6446.4147 0.954993
6446.4131 0.954697
6446.4116 0.954734
6446.4100 0.954979
6446.4084 0.955080
6446.4069 0.955055
6446.4053 0.955221
6446.4037 0.955706
6446.4022 0.956339
6446.4006 0.956952
6446.3990 0.957519
6446.3975 0.958042
6446.3959 0.958645
6446.3944 0.959514
6446.3928 0.960427
6446.3912 0.960975
6446.3897 0.961369
6446.3881 0.962079
6446.3865 0.962944
6446.3850 0.963617
6446.3834 0.964325
6446.3818 0.965368
6446.3803 0.966475
6446.3787 0.967213
6446.3771 0.967599
6446.3756 0.968006
6446.3740 0.968674
6446.3724 0.969549
6446.3709 0.970445
6446.3693 0.971207
6446.3677 0.971906
6446.3662 0.972790
6446.3646 0.973825
6446.3630 0.974689
6446.3615 0.975348
6446.3599 0.976021
6446.3583 0.976736
6446.3568 0.977406
6446.3552 0.978032
6446.3536 0.978691
6446.3521 0.979445
6446.3505 0.980140
6446.3489 0.980637
6446.3474 0.981238
6446.3458 0.982166
6446.3443 0.983090
6446.3427 0.983801
6446.3411 0.984453
6446.3396 0.985018
6446.3380 0.985470
6446.3364 0.986028
6446.3349 0.986687
6446.3333 0.987279
6446.3317 0.987876
6446.3302 0.988558
6446.3286 0.989237
6446.3270 0.989835
6446.3255 0.990266
6446.3239 0.990494
6446.3223 0.990739
6446.3208 0.991313
6446.3192 0.992163
6446.3176 0.992807
6446.3161 0.992948
6446.3145 0.992882
6446.3129 0.992944
6446.3114 0.993111
6446.3098 0.993416
6446.3082 0.993927
6446.3067 0.994509
6446.3051 0.995142
6446.3035 0.995763
6446.3020 0.995955
6446.3004 0.995681
6446.2988 0.995523
6446.2973 0.995751
6446.2957 0.996152
6446.2942 0.996552
6446.2926 0.996831
6446.2910 0.997032
6446.2895 0.997316
6446.2879 0.997513
6446.2863 0.997460
6446.2848 0.997462
6446.2832 0.997644
6446.2816 0.997753
6446.2801 0.997833
6446.2785 0.998092
6446.2769 0.998379
6446.2754 0.998485
6446.2738 0.998413
6446.2722 0.998226
6446.2707 0.998132
6446.2691 0.998357
6446.2675 0.998674
6446.2660 0.998684
6446.2644 0.998598
6446.2628 0.998866
6446.2613 0.999210
6446.2597 0.999078
6446.2581 0.998673
6446.2566 0.998503
6446.2550 0.998613
6446.2534 0.998921
6446.2519 0.999321
6446.2503 0.999428
6446.2487 0.999145
6446.2472 0.998874
6446.2456 0.998748
6446.2441 0.998696
6446.2425 0.998907
6446.2409 0.999263
6446.2394 0.999283
6446.2378 0.999079
6446.2362 0.999100
6446.2347 0.999174
6446.2331 0.998990
6446.2315 0.998774
6446.2300 0.998714
6446.2284 0.998696
6446.2268 0.998757
6446.2253 0.998870
6446.2237 0.998750
6446.2221 0.998450
6446.2206 0.998347
6446.2190 0.998409
6446.2174 0.998354
6446.2159 0.998200
6446.2143 0.998091
6446.2127 0.998014
6446.2112 0.997912
6446.2096 0.997772
6446.2080 0.997696
6446.2065 0.997792
6446.2049 0.997882
6446.2033 0.997729
6446.2018 0.997458
6446.2002 0.997336
6446.1986 0.997359
6446.1971 0.997301
6446.1955 0.997043
6446.1940 0.996776
6446.1924 0.996726
6446.1908 0.996792
6446.1893 0.996767
6446.1877 0.996602
6446.1861 0.996303
6446.1846 0.996084
6446.1830 0.996255
6446.1814 0.996555
6446.1799 0.996408
6446.1783 0.995875
6446.1767 0.995437
6446.1752 0.995220
6446.1736 0.995054
6446.1720 0.994823
6446.1705 0.994569
6446.1689 0.994445
6446.1673 0.994468
6446.1658 0.994501
6446.1642 0.994490
6446.1626 0.994377
6446.1611 0.994103
6446.1595 0.993834
6446.1579 0.993653
6446.1564 0.993363
6446.1548 0.993010
6446.1532 0.992839
6446.1517 0.992705
6446.1501 0.992390
6446.1486 0.992082
6446.1470 0.991959
6446.1454 0.991930
6446.1439 0.991952
6446.1423 0.991962
6446.1407 0.991696
6446.1392 0.991106
6446.1376 0.990570
6446.1360 0.990330
6446.1345 0.990173
6446.1329 0.989920
6446.1313 0.989694
6446.1298 0.989575
6446.1282 0.989542
6446.1266 0.989671
6446.1251 0.989792
6446.1235 0.989449
6446.1219 0.988716
6446.1204 0.988242
6446.1188 0.988191
6446.1172 0.988139
6446.1157 0.987936
6446.1141 0.987719
6446.1125 0.987456
6446.1110 0.987149
6446.1094 0.987015
6446.1078 0.987111
6446.1063 0.987144
6446.1047 0.986823
6446.1032 0.986311
6446.1016 0.986067
6446.1000 0.986096
6446.0985 0.985952
6446.0969 0.985660
6446.0953 0.985654
6446.0938 0.985815
6446.0922 0.985709
6446.0906 0.985507
6446.0891 0.985606
6446.0875 0.985825
6446.0859 0.985836
6446.0844 0.985811
6446.0828 0.986018
6446.0812 0.986324
6446.0797 0.986547
6446.0781 0.986755
6446.0765 0.987003
6446.0750 0.987303
6446.0734 0.987682
6446.0718 0.987917
6446.0703 0.987854
6446.0687 0.987941
6446.0671 0.988459
6446.0656 0.988944
6446.0640 0.989181
6446.0624 0.989546
6446.0609 0.990031
6446.0593 0.990283
6446.0578 0.990443
6446.0562 0.990871
6446.0546 0.991462
6446.0531 0.991864
6446.0515 0.992053
6446.0499 0.992269
6446.0484 0.992543
6446.0468 0.992799
6446.0452 0.993187
6446.0437 0.993713
6446.0421 0.994075
6446.0405 0.994196
6446.0390 0.994204
6446.0374 0.994163
6446.0358 0.994257
6446.0343 0.994482
6446.0327 0.994510
6446.0311 0.994505
6446.0296 0.994862
6446.0280 0.995291
6446.0264 0.995531
6446.0249 0.995825
6446.0233 0.996097
6446.0217 0.996242
6446.0202 0.996558
6446.0186 0.996848
6446.0170 0.996748
6446.0155 0.996695
6446.0139 0.997013
6446.0124 0.997338
6446.0108 0.997550
6446.0092 0.997749
6446.0077 0.997853
6446.0061 0.997962
6446.0045 0.998088
6446.0030 0.997969
6446.0014 0.997716
6445.9998 0.997624
6445.9983 0.997702
6445.9967 0.998044
6445.9951 0.998543
6445.9936 0.998634
6445.9920 0.998358
6445.9904 0.998397
6445.9889 0.998805
6445.9873 0.999185
6445.9857 0.999432
6445.9842 0.999399
6445.9826 0.999089
6445.9810 0.999018
6445.9795 0.999347
6445.9779 0.999609
6445.9763 0.999691
6445.9748 0.999840
6445.9732 0.999925
6445.9716 0.999738
6445.9701 0.999524
6445.9685 0.999579
6445.9670 0.999730
6445.9654 0.999712
6445.9638 0.999723
6445.9623 1.000000
6445.9607 1.000225
6445.9591 1.000096
6445.9576 0.999892
6445.9560 0.999864
6445.9544 0.999950
6445.9529 1.000145
6445.9513 1.000355
6445.9497 1.000337
6445.9482 1.000191
6445.9466 1.000151
6445.9450 1.000170
6445.9435 1.000223
6445.9419 1.000329
6445.9403 1.000377
6445.9388 1.000455
6445.9372 1.000663
6445.9356 1.000724
6445.9341 1.000532
6445.9325 1.000351
6445.9309 1.000189
6445.9294 0.999997
6445.9278 1.000003
6445.9263 1.000145
6445.9247 1.000140
6445.9231 1.000154
6445.9216 1.000417
6445.9200 1.000657
6445.9184 1.000585
6445.9169 1.000353
6445.9153 1.000264
6445.9137 1.000373
6445.9122 1.000497
6445.9106 1.000533
6445.9090 1.000557
6445.9075 1.000568
6445.9059 1.000509
6445.9043 1.000476
6445.9028 1.000507
6445.9012 1.000410
6445.8996 1.000122
6445.8981 0.999888
6445.8965 0.999884
6445.8949 1.000002
6445.8934 1.000075
6445.8918 1.000067
6445.8902 1.000050
6445.8887 1.000091
6445.8871 1.000103
6445.8856 0.999977
6445.8840 0.999884
6445.8824 0.999978
6445.8809 1.000028
6445.8793 0.999861
6445.8777 0.999641
6445.8762 0.999411
6445.8746 0.999139
6445.8730 0.999005
6445.8715 0.998966
6445.8699 0.998778
6445.8683 0.998603
6445.8668 0.998682
6445.8652 0.998844
6445.8636 0.998893
6445.8621 0.998771
6445.8605 0.998518
6445.8589 0.998492
6445.8574 0.998822
6445.8558 0.998859
6445.8542 0.998262
6445.8527 0.997767
6445.8511 0.997948
6445.8495 0.998355
6445.8480 0.998448
6445.8464 0.998355
6445.8448 0.998361
6445.8433 0.998396
6445.8417 0.998261
6445.8402 0.997985
6445.8386 0.997779
6445.8370 0.997806
6445.8355 0.998000
6445.8339 0.998086
6445.8323 0.997906
6445.8308 0.997654
6445.8292 0.997630
6445.8276 0.997859
6445.8261 0.998068
6445.8245 0.998039
6445.8229 0.997819
6445.8214 0.997477
6445.8198 0.997040
6445.8182 0.996727
6445.8167 0.996675
6445.8151 0.996666
6445.8135 0.996568
6445.8120 0.996435
6445.8104 0.996240
6445.8088 0.996099
6445.8073 0.996139
6445.8057 0.996119
6445.8041 0.995967
6445.8026 0.995916
6445.8010 0.995865
6445.7995 0.995748
6445.7979 0.995819
6445.7963 0.995895
6445.7948 0.995617
6445.7932 0.995180
6445.7916 0.994762
6445.7901 0.994407
6445.7885 0.994413
6445.7869 0.994642
6445.7854 0.994544
6445.7838 0.994224
6445.7822 0.994066
6445.7807 0.993976
6445.7791 0.993815
6445.7775 0.993579
6445.7760 0.993305
6445.7744 0.993200
6445.7728 0.993219
6445.7713 0.993097
6445.7697 0.993002
6445.7681 0.993083
6445.7666 0.993076
6445.7650 0.993035
6445.7634 0.993151
6445.7619 0.993167
6445.7603 0.993049
6445.7588 0.993050
6445.7572 0.992957
6445.7556 0.992583
6445.7541 0.992244
6445.7525 0.992061
6445.7509 0.991916
6445.7494 0.991984
6445.7478 0.992406
6445.7462 0.992951
6445.7447 0.993336
6445.7431 0.993443
6445.7415 0.993303
6445.7400 0.993097
6445.7384 0.993044
6445.7368 0.993212
6445.7353 0.993460
6445.7337 0.993630
6445.7321 0.993763
6445.7306 0.993907
6445.7290 0.993954
6445.7274 0.993908
6445.7259 0.993914
6445.7243 0.993952
6445.7228 0.993965
6445.7212 0.994096
6445.7196 0.994404
6445.7181 0.994699
6445.7165 0.994861
6445.7149 0.994987
6445.7134 0.995169
6445.7118 0.995403
6445.7102 0.995690
6445.7087 0.996045
6445.7071 0.996385
6445.7055 0.996585
6445.7040 0.996697
6445.7024 0.996880
6445.7008 0.997087
6445.6993 0.997135
6445.6977 0.997074
6445.6961 0.997102
6445.6946 0.997248
6445.6930 0.997404
6445.6914 0.997561
6445.6899 0.997830
6445.6883 0.998248
6445.6867 0.998556
6445.6852 0.998470
6445.6836 0.998263
6445.6821 0.998427
6445.6805 0.998771
6445.6789 0.998807
6445.6774 0.998698
6445.6758 0.998844
6445.6742 0.999106
6445.6727 0.999169
6445.6711 0.999037
6445.6695 0.998899
6445.6680 0.998884
6445.6664 0.998923
6445.6648 0.998873
6445.6633 0.998867
6445.6617 0.999069
6445.6601 0.999238
6445.6586 0.999153
6445.6570 0.999055
6445.6554 0.999161
6445.6539 0.999346
6445.6523 0.999533
6445.6507 0.999774
6445.6492 0.999913
6445.6476 0.999700
6445.6460 0.999247
6445.6445 0.999005
6445.6429 0.999242
6445.6414 0.999701
6445.6398 0.999880
6445.6382 0.999628
6445.6367 0.999274
6445.6351 0.999102
6445.6335 0.999027
6445.6320 0.998962
6445.6304 0.999034
6445.6288 0.999180
6445.6273 0.999086
6445.6257 0.998787
6445.6241 0.998722
6445.6226 0.998914
6445.6210 0.998841
6445.6194 0.998365
6445.6179 0.997957
6445.6163 0.997875
6445.6147 0.997935
6445.6132 0.998014
6445.6116 0.998053
6445.6100 0.997909
6445.6085 0.997644
6445.6069 0.997497
6445.6054 0.997533
6445.6038 0.997668
6445.6022 0.997794
6445.6007 0.997732
6445.5991 0.997431
6445.5975 0.997054
6445.5960 0.996713
6445.5944 0.996397
6445.5928 0.996170
6445.5913 0.996125
6445.5897 0.996239
6445.5881 0.996417
6445.5866 0.996583
6445.5850 0.996663
6445.5834 0.996582
6445.5819 0.996439
6445.5803 0.996483
6445.5787 0.996738
6445.5772 0.996987
6445.5756 0.997153
6445.5740 0.997265
6445.5725 0.997253
6445.5709 0.997083
6445.5694 0.996856
6445.5678 0.996751
6445.5662 0.996951
6445.5647 0.997414
6445.5631 0.997865
6445.5615 0.998113
6445.5600 0.998082
6445.5584 0.997807
6445.5568 0.997661
6445.5553 0.997924
6445.5537 0.998244
6445.5521 0.998245
6445.5506 0.998100
6445.5490 0.997998
6445.5474 0.997909
6445.5459 0.997920
6445.5443 0.998067
6445.5427 0.998131
6445.5412 0.998027
6445.5396 0.997944
6445.5380 0.997964
6445.5365 0.997961
6445.5349 0.997907
6445.5334 0.997928
6445.5318 0.997986
6445.5302 0.997923
6445.5287 0.997891
6445.5271 0.998098
6445.5255 0.998231
6445.5240 0.997979
6445.5224 0.997733
6445.5208 0.997896
6445.5193 0.998197
6445.5177 0.998288
6445.5161 0.998266
6445.5146 0.998290
6445.5130 0.998285
6445.5114 0.998082
6445.5099 0.997688
6445.5083 0.997412
6445.5067 0.997527
6445.5052 0.997956
6445.5036 0.998461
6445.5020 0.998810
6445.5005 0.998825
6445.4989 0.998626
6445.4973 0.998437
6445.4958 0.998253
6445.4942 0.998161
6445.4927 0.998320
6445.4911 0.998476
6445.4895 0.998420
6445.4880 0.998416
6445.4864 0.998455
6445.4848 0.998236
6445.4833 0.997991
6445.4817 0.998050
6445.4801 0.998201
6445.4786 0.998277
6445.4770 0.998383
6445.4754 0.998436
6445.4739 0.998342
6445.4723 0.998232
6445.4707 0.998175
6445.4692 0.998188
6445.4676 0.998329
6445.4660 0.998501
6445.4645 0.998513
6445.4629 0.998355
6445.4613 0.998219
6445.4598 0.998274
6445.4582 0.998396
6445.4567 0.998354
6445.4551 0.998259
6445.4535 0.998314
6445.4520 0.998336
6445.4504 0.998176
6445.4488 0.998085
6445.4473 0.998159
6445.4457 0.998192
6445.4441 0.998219
6445.4426 0.998378
6445.4410 0.998438
6445.4394 0.998208
6445.4379 0.997965
6445.4363 0.997959
6445.4347 0.998066
6445.4332 0.998146
6445.4316 0.998178
6445.4300 0.998155
6445.4285 0.998175
6445.4269 0.998250
6445.4253 0.998162
6445.4238 0.997909
6445.4222 0.997784
6445.4207 0.997838
6445.4191 0.997852
6445.4175 0.997684
6445.4160 0.997379
6445.4144 0.997203
6445.4128 0.997282
6445.4113 0.997295
6445.4097 0.997100
6445.4081 0.996988
6445.4066 0.996930
6445.4050 0.996671
6445.4034 0.996425
6445.4019 0.996471
6445.4003 0.996617
6445.3987 0.996531
6445.3972 0.996117
6445.3956 0.995649
6445.3940 0.995521
6445.3925 0.995683
6445.3909 0.995725
6445.3894 0.995425
6445.3878 0.994839
6445.3862 0.994304
6445.3847 0.994190
6445.3831 0.994295
6445.3815 0.994129
6445.3800 0.993684
6445.3784 0.993198
6445.3768 0.992757
6445.3753 0.992400
6445.3737 0.992106
6445.3721 0.991890
6445.3706 0.991821
6445.3690 0.991622
6445.3674 0.991005
6445.3659 0.990253
6445.3643 0.989615
6445.3627 0.988974
6445.3612 0.988442
6445.3596 0.988105
6445.3580 0.987657
6445.3565 0.987071
6445.3549 0.986646
6445.3534 0.986340
6445.3518 0.985957
6445.3502 0.985526
6445.3487 0.985122
6445.3471 0.984767
6445.3455 0.984485
6445.3440 0.984312
6445.3424 0.984208
6445.3408 0.983960
6445.3393 0.983589
6445.3377 0.983516
6445.3361 0.983783
6445.3346 0.983964
6445.3330 0.984062
6445.3314 0.984317
6445.3299 0.984616
6445.3283 0.984911
6445.3267 0.985273
6445.3252 0.985545
6445.3236 0.985844
6445.3220 0.986468
6445.3205 0.987082
6445.3189 0.987257
6445.3174 0.987313
6445.3158 0.987575
6445.3142 0.987825
6445.3127 0.987969
6445.3111 0.988224
6445.3095 0.988570
6445.3080 0.988789
6445.3064 0.988952
6445.3048 0.989287
6445.3033 0.989701
6445.3017 0.990005
6445.3001 0.990294
6445.2986 0.990540
6445.2970 0.990531
6445.2954 0.990445
6445.2939 0.990520
6445.2923 0.990513
6445.2907 0.990351
6445.2892 0.990355
6445.2876 0.990504
6445.2861 0.990615
6445.2845 0.990810
6445.2829 0.991074
6445.2814 0.991201
6445.2798 0.991275
6445.2782 0.991527
6445.2767 0.992061
6445.2751 0.992769
6445.2735 0.993247
6445.2720 0.993303
6445.2704 0.993272
6445.2688 0.993308
6445.2673 0.993264
6445.2657 0.993344
6445.2641 0.993727
6445.2626 0.994044
6445.2610 0.994026
6445.2594 0.993956
6445.2579 0.994187
6445.2563 0.994699
6445.2547 0.995115
6445.2532 0.995233
6445.2516 0.995347
6445.2501 0.995632
6445.2485 0.995829
6445.2469 0.995850
6445.2454 0.995874
6445.2438 0.995954
6445.2422 0.996056
6445.2407 0.996110
6445.2391 0.996049
6445.2375 0.996051
6445.2360 0.996243
6445.2344 0.996435
6445.2328 0.996580
6445.2313 0.996772
6445.2297 0.996884
6445.2281 0.996855
6445.2266 0.996746
6445.2250 0.996517
6445.2234 0.996416
6445.2219 0.996766
6445.2203 0.997179
6445.2188 0.997194
6445.2172 0.997127
6445.2156 0.997318
6445.2141 0.997516
6445.2125 0.997466
6445.2109 0.997261
6445.2094 0.997156
6445.2078 0.997274
6445.2062 0.997365
6445.2047 0.997160
6445.2031 0.996873
6445.2015 0.996878
6445.2000 0.997188
6445.1984 0.997525
6445.1968 0.997597
6445.1953 0.997407
6445.1937 0.997296
6445.1921 0.997412
6445.1906 0.997475
6445.1890 0.997422
6445.1874 0.997563
6445.1859 0.997852
6445.1843 0.997819
6445.1828 0.997432
6445.1812 0.997197
6445.1796 0.997287
6445.1781 0.997374
6445.1765 0.997333
6445.1749 0.997370
6445.1734 0.997514
6445.1718 0.997534
6445.1702 0.997320
6445.1687 0.997112
6445.1671 0.997225
6445.1655 0.997554
6445.1640 0.997714
6445.1624 0.997635
6445.1608 0.997495
6445.1593 0.997352
6445.1577 0.997276
6445.1561 0.997347
6445.1546 0.997438
6445.1530 0.997451
6445.1515 0.997495
6445.1499 0.997716
6445.1483 0.998155
6445.1468 0.998559
6445.1452 0.998541
6445.1436 0.998214
6445.1421 0.998010
6445.1405 0.997938
6445.1389 0.997812
6445.1374 0.997690
6445.1358 0.997619
6445.1342 0.997634
6445.1327 0.997791
6445.1311 0.997846
6445.1295 0.997640
6445.1280 0.997540
6445.1264 0.997774
6445.1248 0.998078
6445.1233 0.998288
6445.1217 0.998414
6445.1202 0.998385
6445.1186 0.998298
6445.1170 0.998423
6445.1155 0.998773
6445.1139 0.999015
6445.1123 0.998893
6445.1108 0.998610
6445.1092 0.998550
6445.1076 0.998675
6445.1061 0.998644
6445.1045 0.998494
6445.1029 0.998580
6445.1014 0.998860
6445.0998 0.998869
6445.0982 0.998543
6445.0967 0.998400
6445.0951 0.998629
6445.0935 0.998874
6445.0920 0.999069
6445.0904 0.999336
6445.0889 0.999374
6445.0873 0.999065
6445.0857 0.998883
6445.0842 0.999043
6445.0826 0.999217
6445.0810 0.999108
6445.0795 0.998753
6445.0779 0.998579
6445.0763 0.998919
6445.0748 0.999326
6445.0732 0.999247
6445.0716 0.998928
6445.0701 0.998773
6445.0685 0.998766
6445.0669 0.998865
6445.0654 0.999014
6445.0638 0.999020
6445.0622 0.998867
6445.0607 0.998740
6445.0591 0.998776
6445.0575 0.998882
6445.0560 0.998764
6445.0544 0.998477
6445.0529 0.998416
6445.0513 0.998501
6445.0497 0.998436
6445.0482 0.998463
6445.0466 0.998688
6445.0450 0.998703
6445.0435 0.998457
6445.0419 0.998206
6445.0403 0.997913
6445.0388 0.997631
6445.0372 0.997604
6445.0356 0.997722
6445.0341 0.997682
6445.0325 0.997481
6445.0309 0.997380
6445.0294 0.997547
6445.0278 0.997775
6445.0262 0.997681
6445.0247 0.997244
6445.0231 0.996772
6445.0216 0.996528
6445.0200 0.996581
6445.0184 0.996735
6445.0169 0.996717
6445.0153 0.996512
6445.0137 0.996225
6445.0122 0.995883
6445.0106 0.995606
6445.0090 0.995519
6445.0075 0.995527
6445.0059 0.995448
6445.0043 0.995230
6445.0028 0.994961
6445.0012 0.994731
6444.9996 0.994516
6444.9981 0.994393
6444.9965 0.994496
6444.9949 0.994607
6444.9934 0.994440
6444.9918 0.994184
6444.9903 0.994109
6444.9887 0.994099
6444.9871 0.993910
6444.9856 0.993433
6444.9840 0.992847
6444.9824 0.992574
6444.9809 0.992629
6444.9793 0.992544
6444.9777 0.992200
6444.9762 0.991947
6444.9746 0.991910
6444.9730 0.991833
6444.9715 0.991535
6444.9699 0.991202
6444.9683 0.991055
6444.9668 0.990878
6444.9652 0.990435
6444.9637 0.990029
6444.9621 0.989871
6444.9605 0.989634
6444.9590 0.989187
6444.9574 0.988807
6444.9558 0.988598
6444.9543 0.988444
6444.9527 0.988261
6444.9511 0.988016
6444.9496 0.987773
6444.9480 0.987614
6444.9464 0.987466
6444.9449 0.987175
6444.9433 0.986668
6444.9417 0.986117
6444.9402 0.985785
6444.9386 0.985459
6444.9370 0.984783
6444.9355 0.984184
6444.9339 0.984110
6444.9324 0.983948
6444.9308 0.983240
6444.9292 0.982606
6444.9277 0.982377
6444.9261 0.982108
6444.9245 0.981670
6444.9230 0.981207
6444.9214 0.980633
6444.9198 0.980068
6444.9183 0.979724
6444.9167 0.979349
6444.9151 0.978632
6444.9136 0.977678
6444.9120 0.976849
6444.9104 0.976458
6444.9089 0.976295
6444.9073 0.975816
6444.9057 0.975217
6444.9042 0.975082
6444.9026 0.975083
6444.9011 0.974694
6444.8995 0.974313
6444.8979 0.974329
6444.8964 0.974515
6444.8948 0.974762
6444.8932 0.975080
6444.8917 0.975349
6444.8901 0.975705
6444.8885 0.976287
6444.8870 0.976944
6444.8854 0.977678
6444.8838 0.978519
6444.8823 0.979193
6444.8807 0.979714
6444.8791 0.980448
6444.8776 0.981417
6444.8760 0.982462
6444.8744 0.983550
6444.8729 0.984473
6444.8713 0.985114
6444.8698 0.985779
6444.8682 0.986611
6444.8666 0.987345
6444.8651 0.987875
6444.8635 0.988372
6444.8619 0.988925
6444.8604 0.989468
6444.8588 0.989919
6444.8572 0.990307
6444.8557 0.990780
6444.8541 0.991360
6444.8525 0.991917
6444.8510 0.992449
6444.8494 0.992983
6444.8478 0.993334
6444.8463 0.993459
6444.8447 0.993664
6444.8431 0.994053
6444.8416 0.994345
6444.8400 0.994412
6444.8385 0.994392
6444.8369 0.994468
6444.8353 0.994816
6444.8338 0.995297
6444.8322 0.995465
6444.8306 0.995355
6444.8291 0.995431
6444.8275 0.995653
6444.8259 0.995755
6444.8244 0.995906
6444.8228 0.996153
6444.8212 0.996227
6444.8197 0.996229
6444.8181 0.996411
6444.8165 0.996588
6444.8150 0.996541
6444.8134 0.996394
6444.8119 0.996340
6444.8103 0.996364
6444.8087 0.996275
6444.8072 0.996081
6444.8056 0.996140
6444.8040 0.996472
6444.8025 0.996534
6444.8009 0.996224
6444.7993 0.996099
6444.7978 0.996268
6444.7962 0.996208
6444.7946 0.995803
6444.7931 0.995554
6444.7915 0.995717
6444.7899 0.995957
6444.7884 0.995902
6444.7868 0.995523
6444.7852 0.994995
6444.7837 0.994547
6444.7821 0.994413
6444.7806 0.994585
6444.7790 0.994743
6444.7774 0.994674
6444.7759 0.994504
6444.7743 0.994326
6444.7727 0.993959
6444.7712 0.993368
6444.7696 0.992935
6444.7680 0.992948
6444.7665 0.993149
6444.7649 0.993079
6444.7633 0.992628
6444.7618 0.992091
6444.7602 0.991794
6444.7586 0.991699
6444.7571 0.991488
6444.7555 0.991089
6444.7540 0.990774
6444.7524 0.990670
6444.7508 0.990556
6444.7493 0.990195
6444.7477 0.989654
6444.7461 0.989219
6444.7446 0.989057
6444.7430 0.989074
6444.7414 0.989012
6444.7399 0.988634
6444.7383 0.988015
6444.7367 0.987479
6444.7352 0.987061
6444.7336 0.986626
6444.7320 0.986391
6444.7305 0.986438
6444.7289 0.986336
6444.7273 0.985938
6444.7258 0.985517
6444.7242 0.985142
6444.7227 0.984924
6444.7211 0.985034
6444.7195 0.985073
6444.7180 0.984640
6444.7164 0.984120
6444.7148 0.983961
6444.7133 0.984079
6444.7117 0.984220
6444.7101 0.984115
6444.7086 0.983658
6444.7070 0.983151
6444.7054 0.982891
6444.7039 0.982876
6444.7023 0.983069
6444.7007 0.983314
6444.6992 0.983262
6444.6976 0.982877
6444.6961 0.982525
6444.6945 0.982445
6444.6929 0.982563
6444.6914 0.982750
6444.6898 0.982895
6444.6882 0.982896
6444.6867 0.982853
6444.6851 0.982980
6444.6835 0.983180
6444.6820 0.983255
6444.6804 0.983408
6444.6788 0.983792
6444.6773 0.984140
6444.6757 0.984346
6444.6741 0.984488
6444.6726 0.984488
6444.6710 0.984521
6444.6694 0.984850
6444.6679 0.985193
6444.6663 0.985413
6444.6648 0.985878
6444.6632 0.986484
6444.6616 0.986815
6444.6601 0.986961
6444.6585 0.987107
6444.6569 0.987319
6444.6554 0.987753
6444.6538 0.988127
6444.6522 0.988074
6444.6507 0.988099
6444.6491 0.988688
6444.6475 0.989346
6444.6460 0.989639
6444.6444 0.989840
6444.6428 0.990144
6444.6413 0.990413
6444.6397 0.990584
6444.6382 0.990803
6444.6366 0.991227
6444.6350 0.991808
6444.6335 0.992355
6444.6319 0.992767
6444.6303 0.992972
