# lambda/AA  F/Fc
6444.6288 0.992950
6444.6272 0.992899
6444.6256 0.993033
6444.6241 0.993310
6444.6225 0.993568
6444.6209 0.993791
6444.6194 0.994132
6444.6178 0.994643
6444.6162 0.995130
6444.6147 0.995473
6444.6131 0.995658
6444.6116 0.995576
6444.6100 0.995394
6444.6084 0.995587
6444.6069 0.996114
6444.6053 0.996421
6444.6037 0.996297
6444.6022 0.996019
6444.6006 0.995923
6444.5990 0.996077
6444.5975 0.996219
6444.5959 0.996235
6444.5943 0.996380
6444.5928 0.996736
6444.5912 0.997117
6444.5896 0.997426
6444.5881 0.997557
6444.5865 0.997455
6444.5849 0.997335
6444.5834 0.997376
6444.5818 0.997588
6444.5803 0.997969
6444.5787 0.998344
6444.5771 0.998532
6444.5756 0.998628
6444.5740 0.998605
6444.5724 0.998341
6444.5709 0.998110
6444.5693 0.998136
6444.5677 0.998174
6444.5662 0.998116
6444.5646 0.998165
6444.5630 0.998386
6444.5615 0.998686
6444.5599 0.998898
6444.5583 0.998882
6444.5568 0.998807
6444.5552 0.998876
6444.5537 0.998855
6444.5521 0.998523
6444.5505 0.998192
6444.5490 0.998182
6444.5474 0.998311
6444.5458 0.998357
6444.5443 0.998442
6444.5427 0.998616
6444.5411 0.998706
6444.5396 0.998670
6444.5380 0.998537
6444.5364 0.998291
6444.5349 0.998181
6444.5333 0.998390
6444.5317 0.998603
6444.5302 0.998635
6444.5286 0.998648
6444.5271 0.998525
6444.5255 0.998217
6444.5239 0.998085
6444.5224 0.998128
6444.5208 0.998090
6444.5192 0.998135
6444.5177 0.998281
6444.5161 0.998236
6444.5145 0.998158
6444.5130 0.998241
6444.5114 0.998212
6444.5098 0.998055
6444.5083 0.998034
6444.5067 0.998036
6444.5051 0.997932
6444.5036 0.997950
6444.5020 0.998221
6444.5005 0.998560
6444.4989 0.998661
6444.4973 0.998384
6444.4958 0.997940
6444.4942 0.997573
6444.4926 0.997309
6444.4911 0.997229
6444.4895 0.997394
6444.4879 0.997589
6444.4864 0.997642
6444.4848 0.997593
6444.4832 0.997464
6444.4817 0.997308
6444.4801 0.997245
6444.4785 0.997274
6444.4770 0.997324
6444.4754 0.997354
6444.4739 0.997315
6444.4723 0.997153
6444.4707 0.996846
6444.4692 0.996539
6444.4676 0.996569
6444.4660 0.996921
6444.4645 0.997088
6444.4629 0.996865
6444.4613 0.996593
6444.4598 0.996556
6444.4582 0.996792
6444.4566 0.997163
6444.4551 0.997328
6444.4535 0.997136
6444.4519 0.996839
6444.4504 0.996634
6444.4488 0.996460
6444.4473 0.996233
6444.4457 0.995968
6444.4441 0.995834
6444.4426 0.995995
6444.4410 0.996343
6444.4394 0.996633
6444.4379 0.996706
6444.4363 0.996530
6444.4347 0.996279
6444.4332 0.996090
6444.4316 0.995778
6444.4300 0.995345
6444.4285 0.995162
6444.4269 0.995202
6444.4253 0.995099
6444.4238 0.994950
6444.4222 0.995018
6444.4207 0.995131
6444.4191 0.995051
6444.4175 0.994844
6444.4160 0.994668
6444.4144 0.994585
6444.4128 0.994518
6444.4113 0.994335
6444.4097 0.994039
6444.4081 0.993730
6444.4066 0.993480
6444.4050 0.993331
6444.4034 0.993212
6444.4019 0.992935
6444.4003 0.992459
6444.3987 0.992011
6444.3972 0.991811
6444.3956 0.991730
6444.3941 0.991431
6444.3925 0.990943
6444.3909 0.990610
6444.3894 0.990411
6444.3878 0.990048
6444.3862 0.989576
6444.3847 0.989261
6444.3831 0.989122
6444.3815 0.988962
6444.3800 0.988557
6444.3784 0.987901
6444.3768 0.987289
6444.3753 0.986935
6444.3737 0.986760
6444.3721 0.986592
6444.3706 0.986225
6444.3690 0.985600
6444.3675 0.985022
6444.3659 0.984659
6444.3643 0.984231
6444.3628 0.983608
6444.3612 0.983003
6444.3596 0.982466
6444.3581 0.981900
6444.3565 0.981314
6444.3549 0.980688
6444.3534 0.979988
6444.3518 0.979285
6444.3502 0.978531
6444.3487 0.977627
6444.3471 0.976787
6444.3455 0.976257
6444.3440 0.975829
6444.3424 0.975208
6444.3409 0.974498
6444.3393 0.973850
6444.3377 0.973259
6444.3362 0.972885
6444.3346 0.972802
6444.3330 0.972645
6444.3315 0.972240
6444.3299 0.971941
6444.3283 0.971978
6444.3268 0.972248
6444.3252 0.972590
6444.3236 0.972788
6444.3221 0.972855
6444.3205 0.973200
6444.3189 0.973883
6444.3174 0.974480
6444.3158 0.974992
6444.3143 0.975798
6444.3127 0.976790
6444.3111 0.977506
6444.3096 0.977859
6444.3080 0.978175
6444.3064 0.978691
6444.3049 0.979368
6444.3033 0.980118
6444.3017 0.980880
6444.3002 0.981536
6444.2986 0.982065
6444.2970 0.982532
6444.2955 0.982855
6444.2939 0.983108
6444.2923 0.983568
6444.2908 0.984050
6444.2892 0.984232
6444.2877 0.984458
6444.2861 0.984985
6444.2845 0.985356
6444.2830 0.985414
6444.2814 0.985563
6444.2798 0.985908
6444.2783 0.986287
6444.2767 0.986603
6444.2751 0.986675
6444.2736 0.986487
6444.2720 0.986304
6444.2704 0.986220
6444.2689 0.986185
6444.2673 0.986241
6444.2657 0.986346
6444.2642 0.986478
6444.2626 0.986745
6444.2611 0.987006
6444.2595 0.987020
6444.2579 0.986873
6444.2564 0.986727
6444.2548 0.986612
6444.2532 0.986620
6444.2517 0.986710
6444.2501 0.986635
6444.2485 0.986409
6444.2470 0.986314
6444.2454 0.986433
6444.2438 0.986580
6444.2423 0.986567
6444.2407 0.986417
6444.2392 0.986321
6444.2376 0.986355
6444.2360 0.986425
6444.2345 0.986494
6444.2329 0.986539
6444.2313 0.986417
6444.2298 0.986133
6444.2282 0.986012
6444.2266 0.986358
6444.2251 0.986977
6444.2235 0.987297
6444.2219 0.987107
6444.2204 0.986785
6444.2188 0.986693
6444.2172 0.986884
6444.2157 0.987288
6444.2141 0.987716
6444.2126 0.988064
6444.2110 0.988520
6444.2094 0.989018
6444.2079 0.989143
6444.2063 0.988975
6444.2047 0.988955
6444.2032 0.989018
6444.2016 0.988910
6444.2000 0.988807
6444.1985 0.988920
6444.1969 0.989194
6444.1953 0.989518
6444.1938 0.989835
6444.1922 0.990186
6444.1906 0.990619
6444.1891 0.991003
6444.1875 0.991223
6444.1860 0.991363
6444.1844 0.991499
6444.1828 0.991667
6444.1813 0.991942
6444.1797 0.992257
6444.1781 0.992427
6444.1766 0.992414
6444.1750 0.992385
6444.1734 0.992527
6444.1719 0.992820
6444.1703 0.993119
6444.1687 0.993476
6444.1672 0.993885
6444.1656 0.994027
6444.1640 0.993849
6444.1625 0.993749
6444.1609 0.993885
6444.1594 0.994150
6444.1578 0.994563
6444.1562 0.995012
6444.1547 0.995197
6444.1531 0.995083
6444.1515 0.994890
6444.1500 0.994846
6444.1484 0.995082
6444.1468 0.995464
6444.1453 0.995682
6444.1437 0.995615
6444.1421 0.995477
6444.1406 0.995571
6444.1390 0.995830
6444.1375 0.995887
6444.1359 0.995831
6444.1343 0.996061
6444.1328 0.996356
6444.1312 0.996321
6444.1296 0.996223
6444.1281 0.996294
6444.1265 0.996236
6444.1249 0.996002
6444.1234 0.995913
6444.1218 0.996028
6444.1202 0.996218
6444.1187 0.996450
6444.1171 0.996683
6444.1155 0.996843
6444.1140 0.996897
6444.1124 0.996823
6444.1109 0.996625
6444.1093 0.996414
6444.1077 0.996418
6444.1062 0.996685
6444.1046 0.996844
6444.1030 0.996563
6444.1015 0.996078
6444.0999 0.995850
6444.0983 0.996020
6444.0968 0.996383
6444.0952 0.996656
6444.0936 0.996756
6444.0921 0.996772
6444.0905 0.996705
6444.0890 0.996579
6444.0874 0.996510
6444.0858 0.996398
6444.0843 0.996143
6444.0827 0.996020
6444.0811 0.996165
6444.0796 0.996288
6444.0780 0.996298
6444.0764 0.996412
6444.0749 0.996613
6444.0733 0.996637
6444.0717 0.996363
6444.0702 0.996015
6444.0686 0.995917
6444.0670 0.995983
6444.0655 0.995863
6444.0639 0.995667
6444.0624 0.995795
6444.0608 0.996129
6444.0592 0.996214
6444.0577 0.995987
6444.0561 0.995765
6444.0545 0.995748
6444.0530 0.995797
6444.0514 0.995668
6444.0498 0.995416
6444.0483 0.995337
6444.0467 0.995489
6444.0451 0.995654
6444.0436 0.995722
6444.0420 0.995729
6444.0404 0.995681
6444.0389 0.995623
6444.0373 0.995638
6444.0358 0.995643
6444.0342 0.995509
6444.0326 0.995355
6444.0311 0.995337
6444.0295 0.995364
6444.0279 0.995414
6444.0264 0.995687
6444.0248 0.996120
6444.0232 0.996357
6444.0217 0.996375
6444.0201 0.996452
6444.0185 0.996591
6444.0170 0.996613
6444.0154 0.996513
6444.0139 0.996356
6444.0123 0.996256
6444.0107 0.996340
6444.0092 0.996390
6444.0076 0.996207
6444.0060 0.996188
6444.0045 0.996557
6444.0029 0.996775
6444.0013 0.996631
6443.9998 0.996592
6443.9982 0.996761
6443.9966 0.996927
6443.9951 0.997143
6443.9935 0.997307
6443.9919 0.997268
6443.9904 0.997336
6443.9888 0.997627
6443.9873 0.997777
6443.9857 0.997803
6443.9841 0.997943
6443.9826 0.997992
6443.9810 0.997810
6443.9794 0.997647
6443.9779 0.997623
6443.9763 0.997718
6443.9747 0.997894
6443.9732 0.997904
6443.9716 0.997668
6443.9700 0.997609
6443.9685 0.997913
6443.9669 0.998130
6443.9654 0.998048
6443.9638 0.998047
6443.9622 0.998269
6443.9607 0.998404
6443.9591 0.998318
6443.9575 0.998055
6443.9560 0.997658
6443.9544 0.997476
6443.9528 0.997775
6443.9513 0.998111
6443.9497 0.998111
6443.9481 0.998096
6443.9466 0.998228
6443.9450 0.998260
6443.9435 0.998218
6443.9419 0.998299
6443.9403 0.998513
6443.9388 0.998791
6443.9372 0.998977
6443.9356 0.999005
6443.9341 0.999043
6443.9325 0.999098
6443.9309 0.999073
6443.9294 0.999107
6443.9278 0.999215
6443.9262 0.999236
6443.9247 0.999286
6443.9231 0.999419
6443.9215 0.999459
6443.9200 0.999507
6443.9184 0.999637
6443.9169 0.999582
6443.9153 0.999362
6443.9137 0.999334
6443.9122 0.999583
6443.9106 0.999925
6443.9090 1.000084
6443.9075 0.999876
6443.9059 0.999544
6443.9043 0.999435
6443.9028 0.999564
6443.9012 0.999783
6443.8996 0.999841
6443.8981 0.999586
6443.8965 0.999362
6443.8950 0.999469
6443.8934 0.999610
6443.8918 0.999581
6443.8903 0.999515
6443.8887 0.999391
6443.8871 0.999289
6443.8856 0.999476
6443.8840 0.999753
6443.8824 0.999703
6443.8809 0.999477
6443.8793 0.999473
6443.8777 0.999637
6443.8762 0.999664
6443.8746 0.999553
6443.8731 0.999505
6443.8715 0.999425
6443.8699 0.999136
6443.8684 0.998882
6443.8668 0.998940
6443.8652 0.999167
6443.8637 0.999352
6443.8621 0.999416
6443.8605 0.999301
6443.8590 0.999148
6443.8574 0.999136
6443.8558 0.999113
6443.8543 0.998889
6443.8527 0.998559
6443.8511 0.998294
6443.8496 0.998210
6443.8480 0.998326
6443.8465 0.998486
6443.8449 0.998502
6443.8433 0.998332
6443.8418 0.998135
6443.8402 0.998080
6443.8386 0.998033
6443.8371 0.997851
6443.8355 0.997803
6443.8339 0.998034
6443.8324 0.998216
6443.8308 0.998179
6443.8292 0.998063
6443.8277 0.998041
6443.8261 0.998295
6443.8246 0.998595
6443.8230 0.998374
6443.8214 0.997789
6443.8199 0.997466
6443.8183 0.997387
6443.8167 0.997396
6443.8152 0.997636
6443.8136 0.997797
6443.8120 0.997557
6443.8105 0.997406
6443.8089 0.997678
6443.8073 0.997896
6443.8058 0.997751
6443.8042 0.997569
6443.8027 0.997617
6443.8011 0.997689
6443.7995 0.997541
6443.7980 0.997398
6443.7964 0.997537
6443.7948 0.997776
6443.7933 0.997942
6443.7917 0.998078
6443.7901 0.998037
6443.7886 0.997835
6443.7870 0.997772
6443.7854 0.997748
6443.7839 0.997589
6443.7823 0.997562
6443.7807 0.997623
6443.7792 0.997460
6443.7776 0.997341
6443.7761 0.997488
6443.7745 0.997560
6443.7729 0.997493
6443.7714 0.997527
6443.7698 0.997540
6443.7682 0.997394
6443.7667 0.997237
6443.7651 0.997215
6443.7635 0.997389
6443.7620 0.997657
6443.7604 0.997781
6443.7588 0.997762
6443.7573 0.997752
6443.7557 0.997720
6443.7542 0.997636
6443.7526 0.997515
6443.7510 0.997269
6443.7495 0.996992
6443.7479 0.996950
6443.7463 0.997125
6443.7448 0.997258
6443.7432 0.997241
6443.7416 0.997169
6443.7401 0.997124
6443.7385 0.997037
6443.7369 0.996830
6443.7354 0.996645
6443.7338 0.996634
6443.7323 0.996709
6443.7307 0.996746
6443.7291 0.996787
6443.7276 0.996899
6443.7260 0.997000
6443.7244 0.996874
6443.7229 0.996476
6443.7213 0.996137
6443.7197 0.996167
6443.7182 0.996379
6443.7166 0.996387
6443.7150 0.996188
6443.7135 0.996027
6443.7119 0.995949
6443.7104 0.995893
6443.7088 0.995926
6443.7072 0.996022
6443.7057 0.996021
6443.7041 0.996016
6443.7025 0.996161
6443.7010 0.996234
6443.6994 0.996005
6443.6978 0.995604
6443.6963 0.995211
6443.6947 0.994947
6443.6931 0.994908
6443.6916 0.994964
6443.6900 0.994920
6443.6885 0.994733
6443.6869 0.994440
6443.6853 0.994297
6443.6838 0.994545
6443.6822 0.994830
6443.6806 0.994745
6443.6791 0.994538
6443.6775 0.994454
6443.6759 0.994375
6443.6744 0.994334
6443.6728 0.994325
6443.6712 0.994173
6443.6697 0.993987
6443.6681 0.993847
6443.6666 0.993569
6443.6650 0.993328
6443.6634 0.993296
6443.6619 0.993044
6443.6603 0.992501
6443.6587 0.992313
6443.6572 0.992535
6443.6556 0.992510
6443.6540 0.992092
6443.6525 0.991639
6443.6509 0.991282
6443.6493 0.991071
6443.6478 0.991184
6443.6462 0.991471
6443.6446 0.991375
6443.6431 0.990723
6443.6415 0.990025
6443.6400 0.989685
6443.6384 0.989501
6443.6368 0.989197
6443.6353 0.988803
6443.6337 0.988382
6443.6321 0.987908
6443.6306 0.987452
6443.6290 0.987113
6443.6274 0.986773
6443.6259 0.986212
6443.6243 0.985486
6443.6227 0.984857
6443.6212 0.984330
6443.6196 0.983702
6443.6181 0.982977
6443.6165 0.982332
6443.6149 0.981843
6443.6134 0.981417
6443.6118 0.980796
6443.6102 0.979840
6443.6087 0.978887
6443.6071 0.978279
6443.6055 0.977755
6443.6040 0.976905
6443.6024 0.975810
6443.6008 0.974694
6443.5993 0.973515
6443.5977 0.972303
6443.5962 0.971332
6443.5946 0.970595
6443.5930 0.969714
6443.5915 0.968643
6443.5899 0.967706
6443.5883 0.966898
6443.5868 0.966014
6443.5852 0.965215
6443.5836 0.964651
6443.5821 0.964113
6443.5805 0.963492
6443.5789 0.962859
6443.5774 0.962203
6443.5758 0.961718
6443.5743 0.961722
6443.5727 0.961957
6443.5711 0.961850
6443.5696 0.961495
6443.5680 0.961485
6443.5664 0.961948
6443.5649 0.962537
6443.5633 0.963100
6443.5617 0.963734
6443.5602 0.964502
6443.5586 0.965496
6443.5570 0.966665
6443.5555 0.967651
6443.5539 0.968338
6443.5524 0.969056
6443.5508 0.969908
6443.5492 0.970745
6443.5477 0.971607
6443.5461 0.972426
6443.5445 0.973032
6443.5430 0.973599
6443.5414 0.974182
6443.5398 0.974469
6443.5383 0.974614
6443.5367 0.975139
6443.5351 0.976013
6443.5336 0.976836
6443.5320 0.977414
6443.5305 0.977743
6443.5289 0.977944
6443.5273 0.978181
6443.5258 0.978470
6443.5242 0.978713
6443.5226 0.978695
6443.5211 0.978363
6443.5195 0.978210
6443.5179 0.978639
6443.5164 0.979274
6443.5148 0.979621
6443.5132 0.979639
6443.5117 0.979468
6443.5101 0.979346
6443.5086 0.979388
6443.5070 0.979325
6443.5054 0.979036
6443.5039 0.978757
6443.5023 0.978619
6443.5007 0.978682
6443.4992 0.978943
6443.4976 0.979078
6443.4960 0.978917
6443.4945 0.978740
6443.4929 0.978683
6443.4913 0.978657
6443.4898 0.978659
6443.4882 0.978649
6443.4867 0.978670
6443.4851 0.978894
6443.4835 0.979178
6443.4820 0.979223
6443.4804 0.979043
6443.4788 0.978813
6443.4773 0.978715
6443.4757 0.978832
6443.4741 0.978881
6443.4726 0.978716
6443.4710 0.978742
6443.4694 0.979081
6443.4679 0.979328
6443.4663 0.979429
6443.4648 0.979609
6443.4632 0.979757
6443.4616 0.979834
6443.4601 0.980099
6443.4585 0.980430
6443.4569 0.980377
6443.4554 0.980076
6443.4538 0.980155
6443.4522 0.980666
6443.4507 0.981091
6443.4491 0.981353
6443.4476 0.981715
6443.4460 0.982021
6443.4444 0.982088
6443.4429 0.982265
6443.4413 0.982845
6443.4397 0.983557
6443.4382 0.983974
6443.4366 0.983990
6443.4350 0.983973
6443.4335 0.984438
6443.4319 0.985312
6443.4303 0.986004
6443.4288 0.986313
6443.4272 0.986524
6443.4257 0.986714
6443.4241 0.986769
6443.4225 0.986831
6443.4210 0.987116
6443.4194 0.987571
6443.4178 0.988038
6443.4163 0.988435
6443.4147 0.988696
6443.4131 0.988836
6443.4116 0.989020
6443.4100 0.989388
6443.4084 0.989895
6443.4069 0.990297
6443.4053 0.990373
6443.4038 0.990273
6443.4022 0.990354
6443.4006 0.990654
6443.3991 0.991034
6443.3975 0.991523
6443.3959 0.991993
6443.3944 0.992082
6443.3928 0.991845
6443.3912 0.991792
6443.3897 0.992066
6443.3881 0.992292
6443.3865 0.992331
6443.3850 0.992450
6443.3834 0.992623
6443.3819 0.992535
6443.3803 0.992317
6443.3787 0.992365
6443.3772 0.992612
6443.3756 0.992775
6443.3740 0.992790
6443.3725 0.992709
6443.3709 0.992710
6443.3693 0.992916
6443.3678 0.993114
6443.3662 0.993191
6443.3646 0.993290
6443.3631 0.993279
6443.3615 0.993067
6443.3600 0.993001
6443.3584 0.993137
6443.3568 0.993159
6443.3553 0.993117
6443.3537 0.993128
6443.3521 0.993021
6443.3506 0.992895
6443.3490 0.993088
6443.3474 0.993471
6443.3459 0.993534
6443.3443 0.993140
6443.3427 0.992800
6443.3412 0.992967
6443.3396 0.993343
6443.3381 0.993433
6443.3365 0.993282
6443.3349 0.993159
6443.3334 0.993141
6443.3318 0.993225
6443.3302 0.993349
6443.3287 0.993457
6443.3271 0.993536
6443.3255 0.993501
6443.3240 0.993364
6443.3224 0.993311
6443.3208 0.993397
6443.3193 0.993612
6443.3177 0.993942
6443.3162 0.994149
6443.3146 0.994149
6443.3130 0.994227
6443.3115 0.994421
6443.3099 0.994574
6443.3083 0.994772
6443.3068 0.994990
6443.3052 0.995032
6443.3036 0.994935
6443.3021 0.994802
6443.3005 0.994716
6443.2990 0.994838
6443.2974 0.995047
6443.2958 0.995134
6443.2943 0.995313
6443.2927 0.995709
6443.2911 0.996008
6443.2896 0.996033
6443.2880 0.995937
6443.2864 0.995962
6443.2849 0.996254
6443.2833 0.996619
6443.2817 0.996787
6443.2802 0.996836
6443.2786 0.996902
6443.2771 0.996999
6443.2755 0.997216
6443.2739 0.997493
6443.2724 0.997642
6443.2708 0.997702
6443.2692 0.997787
6443.2677 0.997936
6443.2661 0.998211
6443.2645 0.998468
6443.2630 0.998446
6443.2614 0.998172
6443.2598 0.997889
6443.2583 0.997921
6443.2567 0.998365
6443.2552 0.998665
6443.2536 0.998423
6443.2520 0.998217
6443.2505 0.998483
6443.2489 0.998792
6443.2473 0.998830
6443.2458 0.998757
6443.2442 0.998766
6443.2426 0.998965
6443.2411 0.999174
6443.2395 0.999135
6443.2379 0.999080
6443.2364 0.999246
6443.2348 0.999376
6443.2333 0.999360
6443.2317 0.999329
6443.2301 0.999166
6443.2286 0.998846
6443.2270 0.998663
6443.2254 0.998797
6443.2239 0.999117
6443.2223 0.999291
6443.2207 0.999169
6443.2192 0.999053
6443.2176 0.999098
6443.2161 0.999061
6443.2145 0.999004
6443.2129 0.999117
6443.2114 0.999116
6443.2098 0.998944
6443.2082 0.999078
6443.2067 0.999516
6443.2051 0.999680
6443.2035 0.999388
6443.2020 0.998984
6443.2004 0.998816
6443.1988 0.998964
6443.1973 0.999239
6443.1957 0.999401
6443.1942 0.999374
6443.1926 0.999221
6443.1910 0.999020
6443.1895 0.998796
6443.1879 0.998595
6443.1863 0.998514
6443.1848 0.998509
6443.1832 0.998438
6443.1816 0.998386
6443.1801 0.998530
6443.1785 0.998786
6443.1769 0.998892
6443.1754 0.998620
6443.1738 0.998052
6443.1723 0.997712
6443.1707 0.997898
6443.1691 0.998180
6443.1676 0.998190
6443.1660 0.998152
6443.1644 0.998219
6443.1629 0.998150
6443.1613 0.997767
6443.1597 0.997248
6443.1582 0.996999
6443.1566 0.997178
6443.1551 0.997428
6443.1535 0.997418
6443.1519 0.997224
6443.1504 0.996966
6443.1488 0.996707
6443.1472 0.996592
6443.1457 0.996580
6443.1441 0.996521
6443.1425 0.996509
6443.1410 0.996586
6443.1394 0.996527
6443.1378 0.996269
6443.1363 0.995973
6443.1347 0.995719
6443.1332 0.995557
6443.1316 0.995504
6443.1300 0.995410
6443.1285 0.995189
6443.1269 0.994934
6443.1253 0.994644
6443.1238 0.994287
6443.1222 0.994066
6443.1206 0.994087
6443.1191 0.994063
6443.1175 0.993816
6443.1159 0.993610
6443.1144 0.993571
6443.1128 0.993360
6443.1113 0.992793
6443.1097 0.992204
6443.1081 0.991827
6443.1066 0.991435
6443.1050 0.990884
6443.1034 0.990458
6443.1019 0.990327
6443.1003 0.990141
6443.0987 0.989623
6443.0972 0.989080
6443.0956 0.988804
6443.0941 0.988504
6443.0925 0.987896
6443.0909 0.987219
6443.0894 0.986738
6443.0878 0.986372
6443.0862 0.985941
6443.0847 0.985279
6443.0831 0.984289
6443.0815 0.983227
6443.0800 0.982521
6443.0784 0.982217
6443.0768 0.982006
6443.0753 0.981630
6443.0737 0.980958
6443.0722 0.980030
6443.0706 0.979147
6443.0690 0.978514
6443.0675 0.977995
6443.0659 0.977474
6443.0643 0.976957
6443.0628 0.976343
6443.0612 0.975699
6443.0596 0.975303
6443.0581 0.975001
6443.0565 0.974458
6443.0550 0.973914
6443.0534 0.973622
6443.0518 0.973358
6443.0503 0.973171
6443.0487 0.973296
6443.0471 0.973399
6443.0456 0.973268
6443.0440 0.973388
6443.0424 0.973915
6443.0409 0.974318
6443.0393 0.974277
6443.0377 0.973962
6443.0362 0.973735
6443.0346 0.973905
6443.0331 0.974367
6443.0315 0.974716
6443.0299 0.974841
6443.0284 0.974943
6443.0268 0.975106
6443.0252 0.975221
6443.0237 0.975233
6443.0221 0.975250
6443.0205 0.975318
6443.0190 0.975267
6443.0174 0.975070
6443.0159 0.974889
6443.0143 0.974663
6443.0127 0.974338
6443.0112 0.974185
6443.0096 0.974275
6443.0080 0.974282
6443.0065 0.974020
6443.0049 0.973605
6443.0033 0.973271
6443.0018 0.973155
6443.0002 0.973015
6442.9986 0.972528
6442.9971 0.971813
6442.9955 0.971214
6442.9940 0.970959
6442.9924 0.971033
6442.9908 0.971037
6442.9893 0.970644
6442.9877 0.970126
6442.9861 0.969748
6442.9846 0.969339
6442.9830 0.968871
6442.9814 0.968500
6442.9799 0.968188
6442.9783 0.967888
6442.9768 0.967622
6442.9752 0.967326
6442.9736 0.967048
6442.9721 0.966833
6442.9705 0.966457
6442.9689 0.965920
6442.9674 0.965700
6442.9658 0.965946
6442.9642 0.966113
6442.9627 0.965872
6442.9611 0.965618
6442.9595 0.965658
6442.9580 0.965703
6442.9564 0.965592
6442.9549 0.965593
6442.9533 0.965796
6442.9517 0.966026
6442.9502 0.966217
6442.9486 0.966377
6442.9470 0.966556
6442.9455 0.966810
6442.9439 0.967039
6442.9423 0.967217
6442.9408 0.967464
6442.9392 0.967666
6442.9377 0.967781
6442.9361 0.968137
6442.9345 0.968797
6442.9330 0.969494
6442.9314 0.970196
6442.9298 0.970851
6442.9283 0.971266
6442.9267 0.971586
6442.9251 0.972012
6442.9236 0.972420
6442.9220 0.972779
6442.9204 0.973275
6442.9189 0.974006
6442.9173 0.974858
6442.9158 0.975561
6442.9142 0.976093
6442.9126 0.976743
