Wave;Sample;Dark;Reference
432.048;70.349;0.601;0.000
432.212;436.949;2.052;0.000
432.375;337.532;2.574;0.000
432.538;239.840;3.452;0.000
432.701;390.990;0.110;0.000
432.864;387.395;4.111;0.000
433.027;994.749;18.321;0.000
433.190;1631.399;8.523;0.000
433.353;1254.717;12.852;0.000
433.516;382.129;0.903;0.000
433.679;318.427;6.535;0.000
433.842;179.888;6.353;0.000
434.005;272.864;1.837;0.000
434.168;338.123;9.533;0.000
434.332;1098.510;2.672;0.000
434.495;401.444;4.807;0.000
434.658;202.188;-0.784;0.000
434.821;475.350;3.325;0.000
434.984;103.481;8.187;0.000
435.147;304.719;5.269;0.000
435.310;322.834;5.323;0.000
435.473;30.576;-1.014;0.000
435.636;151.679;8.556;0.000
435.799;90.183;0.318;0.000
435.961;317.546;4.681;0.000
436.124;247.277;7.983;0.000
436.287;242.035;6.541;0.000
